Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.6,45.9731,14,-0.9071,0.2047,0.1294,-177.2213,-39.3483,115.5198,0.0029,0.11,18.5951,38.74706045,-90.50788529,11.7,15,14,13,10,18,9,19,18,112.14,14.5,12.7,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,6888,53.44,66,30.2,69.63,87.69,9,1,0,48.49,-12.38,3,1,3,0,0,0,0.8,0,0.5,0,50.2,194.1,0,68,68,3,4,50,-5446,-3043,2251,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.22,100,100.4,100,100,100
166.65,47.2142,14,-0.9966,0.144,0.1424,-89.7643,-42.9343,115.5306,0.0029,0.12,17.502,38.74705428,-90.50788484,11.7,15,13,13,10,18,9,19,17,109.67,14.5,12.7,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,6700,52.61,63,29.6,69.63,87.28,9,1,0,47.42,-12.38,3,1,3,0,0,0,0.8,0,0.5,0,50.2,194,0,68,68,3,4,50,-3675,555,3279,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.33,100,100.4,100,100,100
166.7,48.4508,14,-1.0233,0.1542,0.1491,178.4487,-43.8819,115.5344,0.0029,0.12,17.5726,38.7470481,-90.50788439,11.7,13,13,13,8,19,9,19,18,107.19,14.5,12.7,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,6968,54.76,66,30.3,69.63,87.57,9,1,0,47.23,-12.38,3,1,3,0,0,0,0.8,0,0.5,0,50.2,193.9,0,68,68,3,4,50,51,1133,3583,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.78,100,100.4,100,100,100
166.75,48.5104,14,-0.999,0.2545,0.1361,176.5853,-42.6111,115.5368,0.0029,0.1125,18.1189,38.74704202,-90.5078836,11.6,13,14,13,9,19,10,19,18,104.71,14.5,12.7,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7076,55.18,66,30.6,69.63,86.83,10,1,0,47.8,-12.39,3,1,3,0,0,0,0.8,0,0.6,0,50.2,193.8,0,68,68,3,4,50,3902,1519,3840,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
166.8,47.8719,14,-1.0535,0.2979,0.156,175.0657,-44.5285,115.5439,0.0029,0.1,17.1105,38.74703613,-90.5078827,11.6,15,15,13,11,19,10,19,16,102.23,14.5,12.7,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7166,55.39,66,31.1,69.63,86.93,9,1,0,47.76,-12.4,3,1,3,0,0,0,0.8,0,0.7,0,50.2,193.7,0,68,68,3,4,50,1083,1542,835,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
166.85,47.6028,14,-1.0895,0.2226,0.2512,172.1346,-45.6021,115.5682,0.0029,0.11,16.6137,38.74703027,-90.50788127,11.6,14,14,12,10,19,8,19,17,99.75,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7081,55.68,66,30.7,69.63,87.69,9,1,0,47.15,-12.4,3,1,3,0,0,0,0.8,0,0.6,0,50.2,193.6,0,68,68,3,4,50,-2162,1542,-2378,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
166.9,48.6308,14,-1.0513,0.1587,0.2958,169.3899,-43.6852,115.5915,0.0029,0.11,17.7173,38.74702418,-90.50787945,11.6,14,14,13,10,18,7,19,17,97.27,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7132,55.7,66,30.7,69.63,88.21,9,1,0,46.82,-12.4,3,1,3,0,0,0,0.8,0,0.5,0,50.2,193.5,0,68,68,3,4,50,2613,1542,-517,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
166.95,49.6897,14,-1.0738,0.1215,0.3294,166.7683,-44.3945,115.6098,0.0029,0.1175,17.8138,38.74701804,-90.50787719,11.6,14,15,14,10,18,8,19,17,94.8,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7342,55.7,66,31.3,69.63,88.62,9,1,0,46.72,-12.4,3,1,3,0,0,0,0.8,0,0.5,0,50.2,193.4,0,68,68,3,4,50,7901,1542,1668,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
167,49.9889,14,-1.1201,0.119,0.3284,164.7813,-46.1383,115.6133,0.0029,0.11,17.2437,38.74701195,-90.50787493,11.6,14,14,13,11,18,9,19,18,92.32,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7238,56.08,67,31.3,69.63,87.97,9,1,0,46.78,-12.4,3,1,3,0,0,0,0.9,0,0.6,0,50.2,193.3,0,68,68,3,4,50,4801,1542,-1342,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
167.05,49.658,14,-1.1164,0.1622,0.3036,163.9034,-45.8152,115.607,0.0029,0.1,17.2504,38.74700608,-90.50787267,11.6,13,14,13,11,17,10,19,18,89.84,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7119,56.29,67,30.8,69.63,88.11,9,1,0,46.98,-12.4,3,1,3,0,0,0,0.8,0,0.5,0,50.2,193.3,0,68,68,3,4,50,1166,1542,-4684,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
167.1,49.7196,14,-0.9774,0.2304,0.3246,161.6238,-39.8962,115.6192,0.0029,0.11,19.8343,38.74700013,-90.5078699,11.6,13,14,13,11,16,10,19,19,87.36,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7368,56.49,67,31.5,69.63,87.89,9,1,0,47.65,-12.39,3,1,3,0,0,0,0.8,0,0.5,0,50.2,193.2,0,68,68,3,4,50,-835,575,-2468,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
167.15,49.9096,14,-0.8239,0.3144,0.3477,158.28,-33.3635,115.6346,0.0029,0.135,23.8086,38.74699433,-90.50786652,11.6,13,14,13,10,18,9,18,19,84.88,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7423,56.59,67,31.8,69.63,87.77,9,1,0,48.71,-12.38,3,1,3,0,0,0,0.8,0,0.7,0,50.2,193.1,0,68,68,3,4,50,-2732,-453,103,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
167.2,50.2692,14,-0.6345,0.3409,0.366,156.6161,-25.4118,115.6413,0.0029,0.13,31.4838,38.74698865,-90.50786314,11.6,13,14,13,11,18,9,18,19,82.41,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7359,56.51,67,31.7,69.63,87.46,9,1,0,49.42,-12.38,3,1,3,0,0,0,0.9,0,0.9,0,50.2,193,0,68,68,3,4,50,-401,-1602,-2280,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
167.25,51.4311,14,-0.5146,0.3181,0.3628,157.3426,-20.3804,115.6521,0.0029,0.1175,40.1637,38.74698251,-90.50785996,11.6,13,13,12,12,18,9,19,18,79.93,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7081,56.12,66,30.7,69.63,88.15,9,1,0,49.82,-12.38,3,1,3,0,0,0,0.9,0,0.9,0,50.2,192.9,0,68,68,3,4,50,2201,-2759,-4979,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
167.3,52.5587,14,-0.3761,0.3052,0.365,155.6731,-14.7403,115.6616,0.0029,0.115,56.749,38.74697643,-90.50785615,11.6,14,14,13,10,19,8,20,18,77.45,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7372,56.01,67,31.4,69.63,87.49,9,1,0,49.23,-12.38,3,1,3,0,0,0,0.9,0,0.9,0,50.2,192.8,0,68,68,3,4,50,370,-1499,-913,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,100,100.4,100,100,100
167.35,53.1115,14,-0.2072,0.3142,0.3766,155.3602,-8.0409,115.6713,0.0029,0.1125,105.1239,38.74697036,-90.50785251,11.5,14,15,13,10,19,7,19,18,74.97,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7482,56,67,32,69.63,87.35,9,1,0,47.81,-12.39,3,1,3,0,0,0,0.9,0,0.8,0,50.2,192.7,0,68,68,3,4,50,-1744,-85,3585,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.86,100,100.44,100,100,100
167.4,53.3822,14,-0.016,0.3897,0.3972,156.6105,-0.6118,115.682,0.0029,0.11,1388.6821,38.74696422,-90.50784928,11.5,14,15,12,11,18,7,19,18,72.49,14.5,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7384,56,67,31.6,69.63,87.37,9,1,0,46.86,-12.39,3,1,3,0,0,0,0.9,0,0.8,0,50.2,192.6,0,68,68,3,4,50,623,6402,4942,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.81,100,100.49,100,100,100
167.45,54.0883,14,0.1247,0.4459,0.3601,156.2658,4.7115,115.6831,0.0029,0.1,182.7125,38.74695797,-90.50784567,11.5,13,14,13,12,17,8,19,17,70.02,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7619,56.56,67,32.2,69.63,86.59,9,1,0,46.32,-12.38,3,1,3,0,0,0,0.9,0,0.8,0,50.2,192.5,0,68,68,3,4,50,3277,13212,6099,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.39,100,100.5,100,100,100
167.5,54.3547,14,0.2843,0.3924,0.3561,156.0773,10.5882,115.6842,0.0029,0.1,81.7025,38.74695173,-90.50784211,11.5,14,14,13,11,18,9,19,17,67.54,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7605,58.35,68,32.2,69.63,86.68,9,1,0,46.93,-12.38,3,1,3,0,0,0,0.9,0,0.9,0,50.2,192.4,0,68,68,3,4,50,1821,7582,128,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.19,100,100.5,100,100,100
167.55,55.073,14,0.465,0.3005,0.3637,156.4622,17.124,115.6923,0.0029,0.1,51.1862,38.74694535,-90.50783856,11.5,14,15,13,11,18,9,19,17,65.06,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7655,58.78,69,32.3,69.63,88.33,9,1,0,48.51,-12.39,3,1,3,0,0,0,0.9,0,0.9,0,50.2,192.4,0,68,68,3,4,50,103,1156,-6297,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.4,100,100.5,100,100,100
167.6,56.1669,14,0.4416,0.2841,0.3819,157.4189,16.1185,115.7067,0.0029,0.1,55.4596,38.74693875,-90.50783506,11.5,14,14,13,10,18,8,19,17,62.58,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7822,58.8,69,32.5,69.63,88.61,9,1,0,49.1,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,50.1,192.4,0,68,68,3,4,50,-249,1133,-5113,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.4,100,100.5,100,100,100
167.65,56.4861,14,0.4218,0.3065,0.3786,158.6599,15.2537,115.7057,0.0029,0.1,58.9367,38.74693211,-90.50783194,11.5,14,14,13,10,18,8,19,18,60.1,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7930,58.99,69,32.8,69.63,86.89,9,1,0,48.78,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,50,192.4,0,68,68,3,4,50,-513,1519,-3442,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.4,100,100.5,100,100,100
167.7,56.6817,13,0.5052,0.2991,0.3693,160.0637,18.0921,115.7094,0.0029,0.1,49.8626,38.74692539,-90.50782904,11.5,14,13,13,10,18,9,20,18,57.62,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7879,59.09,69,32.7,69.63,87.29,9,1,0,48.5,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,49.9,192.4,0,68,68,3,4,50,2524,-10175,-2376,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.4,100,100.5,100,100,100
167.75,57.641,14,0.5556,0.3082,0.3607,160.7352,19.7213,115.7155,0.0029,0.1,46.5174,38.74691847,-90.50782606,11.5,12,14,13,10,18,9,19,18,55.15,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7945,51.2,67,32.8,69.63,84.88,9,1,0,48.26,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,49.8,192.4,0,68,68,3,4,50,5772,-22640,-1348,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.06,100,100.5,100,100,100
167.8,58.2941,14,0.4193,0.2988,0.374,160.7978,14.7431,115.7183,0.0029,0.1,62.9297,38.74691152,-90.5078229,11.5,13,14,12,10,18,10,18,17,52.67,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,8258,50.51,67,33.5,69.63,83.02,8,1,0,47.92,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,49.7,192.4,0,68,68,3,4,50,178,-8410,3063,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.01,100,100.5,100,100,100
167.85,58.0891,14,0.4141,0.2419,0.3531,162.4752,14.431,115.7249,0.0029,0.09,64.0647,38.74690457,-90.50782032,11.5,14,14,12,10,18,10,18,17,50.19,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,8130,61.03,75,33.3,69.63,86.87,8,1,0,47.5,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,49.6,192.4,0,68,68,3,4,50,-5981,7525,7689,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.23,100,100.5,100,100,100
167.9,58.2719,14,0.4783,0.1805,0.3735,163.3717,16.5557,115.7355,0.0029,0.09,56.0184,38.74689759,-90.5078178,11.5,13,13,13,11,18,10,19,18,47.71,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7970,62.08,76,32.8,69.63,88.73,8,1,0,47.04,-12.4,3,1,3,0,0,0,1,0,1,0,49.5,192.4,0,68,68,3,4,50,-3366,4495,5068,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.13,100,100.5,100,100,100
167.95,59.2007,14,0.4601,0.1124,0.3468,163.1542,15.8432,115.733,0.0029,0.09,59.4708,38.74689036,-90.50781502,11.5,13,14,13,11,18,9,19,18,46.44,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,8182,62.29,76,33.3,69.63,88.66,8,1,0,46.53,-12.4,3,1,3,0,0,0,1,0,1,0,49.4,192.4,0,68,68,3,4,50,-191,254,1984,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.62,100,100.5,100,100,100
168,59.2386,14,0.5163,0.0016,0.384,163.8948,17.7226,115.7439,0.0029,0.09,53.1981,38.74688313,-90.50781242,11.4,14,15,12,11,19,8,19,17,45.69,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,8454,56.1,68,33.6,69.63,85.07,8,1,0,46.72,-12.4,3,1,3,0,0,0,1,0,1,0,49.3,192.4,0,68,68,3,4,50,1663,9059,-7865,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.57,100,100.5,100,100,100
168.05,58.6486,14,0.5631,-0.1039,0.4196,165.7288,19.3409,115.7723,0.0029,0.09,48.2615,38.74687599,-90.50781033,11.4,14,14,11,11,19,8,19,16,44.94,14.5,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,9178,21.67,67,35.6,69.63,63.89,8,1,0,47.49,-12.4,3,1,3,0,0,0,1,0,0.9,0,49.3,192.4,0,68,68,3,4,50,3433,18697,-18145,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.5,100,100,100
168.1,58.2327,14,0.6398,-0.1955,0.471,165.883,22.0527,115.7969,0.0029,0.09,42.0266,38.74686895,-90.50780812,11.4,14,14,12,11,19,9,19,17,44.19,14.5,12.4,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,8719,7.94,62,34.9,69.63,41.77,9,1,0,47.55,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,49.2,192.4,0,68,68,3,4,50,-2824,9974,-12119,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.5,100,100,100
168.15,58.2497,14,0.7142,-0.2781,0.4909,167.3336,24.7723,115.8157,0.0029,0.09,37.4237,38.74686185,-90.50780626,11.4,13,14,14,10,18,10,19,19,43.44,14.5,12.4,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,8050,5.04,57,33.3,69.63,33.42,10,1,0,46.99,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,49.1,192.4,0,68,68,3,4,50,-9594,79,-5051,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.5,100,100,100
168.2,57.7828,14,0.8341,-0.327,0.5523,169.6435,29.187,115.8359,0.0029,0.1005,31.5086,38.74685475,-90.50780487,11.4,13,14,14,10,18,9,18,19,42.69,14.5,12.4,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,7443,4.9,54,32.1,69.63,32.17,9,1,0,46.46,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,49,192.4,0,68,68,3,4,50,-10000,89,-157,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.5,100,100,100
168.25,56.6879,14,0.8943,-0.3371,0.5822,171.6174,31.6205,115.8515,0.0029,0.1173,28.5326,38.74684782,-90.50780378,11.4,13,14,14,10,18,9,18,19,41.94,14.5,12.4,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,6851,4.9,52,30.3,69.63,32.87,9,1,0,45.94,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,48.9,192.4,0,68,68,3,4,50,-10000,732,4598,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.5,100,100,100
168.3,55.7283,14,0.9571,-0.3975,0.5796,172.9471,34.2116,115.8532,0.0029,0.1047,25.9253,38.74684094,-90.50780283,11.4,14,14,13,10,17,9,19,18,41.19,14.5,12.4,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,6368,4.9,52,28.8,69.63,35.76,8,1,0,46.29,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,48.8,192.4,0,68,68,3,4,50,-8840,771,4037,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.5,100,100,100
168.35,54.8522,14,0.9877,-0.4454,0.5846,174.4468,35.7699,115.8642,0.0029,0.1,24.406,38.74683416,-90.5078022,11.4,14,13,12,10,18,10,19,19,40.44,14.5,12.4,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5909,4.99,52,27.4,69.63,39.74,8,1,0,47.39,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,48.7,192.4,0,68,68,3,4,50,-7605,771,3138,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.44,100,100.5,100,100,100
168.4,53.9251,14,0.9577,-0.4507,0.6238,175.2303,35.1873,115.8815,0.0029,0.0905,24.3908,38.74682752,-90.50780158,11.4,14,13,12,10,18,9,19,18,39.69,14.5,12.4,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5469,8.57,55,26.1,69.63,43.82,8,1,0,47.87,-12.4,3,1,3,0,0,0,0.9,0,0.9,0,48.6,192.4,0,68,68,3,4,50,-7829,-558,1997,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.74,100,100.5,100,100,100
